"","p1","p2","el","eloff","evf","eva","el2","el2off","evf2","eva2","gr","season","gcode"
"853","getzlry85","troubja94",1805.5,12906.5,42,23,1063.5,10937.5,21,18,3,"20142015","30171"
"854","getzlry85","wheelbl86",1626.5,13085.5,17,32,706.5,11294.5,7,15,3,"20142015","30171"
"855","jackmti81","byfugdu85",591,14121,12,4,591,11410,12,4,3,"20142015","30171"
"856","jackmti81","chiarbe91",372,14340,5,3,372,11629,5,3,3,"20142015","30171"
"857","jackmti81","enstrto84",786,13926,13,14,786,11215,13,14,3,"20142015","30171"
"858","jackmti81","frolimi88",210,14502,5,3,210,11791,5,3,3,"20142015","30171"
"859","jackmti81","halisma88",340.5,14371.5,7,2,340.5,11660.5,7,2,3,"20142015","30171"
"860","jackmti81","laddxan85",239.5,14472.5,5,2,239.5,11761.5,5,2,3,"20142015","30171"
"861","jackmti81","littlbr87",209,14503,4,4,209,11792,4,4,3,"20142015","30171"
"862","jackmti81","lowryad93",270.5,14441.5,8,1,270.5,11730.5,8,1,3,"20142015","30171"
"863","jackmti81","myersty90",734,13978,13,13,734,11267,13,13,3,"20142015","30171"
"864","jackmti81","pardyad84",290,14422,4,3,290,11711,4,3,3,"20142015","30171"
"865","jackmti81","perrema88",282.5,14429.5,5,7,282.5,11718.5,5,7,3,"20142015","30171"
"866","jackmti81","scheima93",454.5,14257.5,6,11,454.5,11546.5,6,11,3,"20142015","30171"
"867","jackmti81","slateji82",915,13797,14,11,915,11086,14,11,3,"20142015","30171"
"868","jackmti81","staffdr85",354.5,14357.5,5,5,354.5,11646.5,5,5,3,"20142015","30171"
"869","jackmti81","stemple83",574,14138,11,5,574,11427,11,5,3,"20142015","30171"
"870","jackmti81","stuarma84",439,14273,10,7,439,11562,10,7,3,"20142015","30171"
"871","jackmti81","thorbch83",917,13795,15,13,917,11084,15,13,3,"20142015","30171"
"872","jackmti81","tlustji88",388,14324,5,7,388,11613,5,7,3,"20142015","30171"
"873","jackmti81","troubja94",486,14226,7,10,486,11515,7,10,3,"20142015","30171"
"874","jackmti81","wheelbl86",392,14320,6,10,392,11609,6,10,3,"20142015","30171"
"875","keslery84","byfugdu85",2040,12672,24,40,1398,10603,20,23,3,"20142015","30171"
"876","keslery84","chiarbe91",237.5,14474.5,3,2,237.5,11763.5,3,2,3,"20142015","30171"
"877","keslery84","enstrto84",1586.5,13125.5,35,22,1446.5,10554.5,28,22,3,"20142015","30171"
"878","keslery84","frolimi88",1245,13467,18,29,1041.5,10959.5,11,28,3,"20142015","30171"
"879","keslery84","halisma88",34.5,14677.5,2,0,34.5,11966.5,2,0,3,"20142015","30171"
"880","keslery84","laddxan85",1178.5,13533.5,12,31,550,11451,8,15,3,"20142015","30171"
"881","keslery84","littlbr87",1089,13623,10,32,521,11480,7,16,3,"20142015","30171"
"882","keslery84","lowryad93",1746.5,12965.5,27,23,1646,10355,25,23,3,"20142015","30171"
"883","keslery84","myersty90",1859,12853,35,27,1414,10587,26,22,3,"20142015","30171"
"884","keslery84","pardyad84",742,13970,10,11,607,11394,8,11,3,"20142015","30171"
"885","keslery84","perrema88",1256,13456,17,20,904,11097,15,11,3,"20142015","30171"
"886","keslery84","scheima93",1278.5,13433.5,26,16,1152,10849,26,15,3,"20142015","30171"
"887","keslery84","slateji82",481.5,14230.5,17,1,323,11678,7,1,3,"20142015","30171"
"888","keslery84","staffdr85",1367,13345,27,21,1155.5,10845.5,27,16,3,"20142015","30171"
"889","keslery84","stemple83",1096,13616,20,12,1073,10928,19,12,3,"20142015","30171"
"890","keslery84","stuarma84",1427,13285,31,17,1277,10724,27,17,3,"20142015","30171"
"891","keslery84","thorbch83",345.5,14366.5,8,3,345.5,11655.5,8,3,3,"20142015","30171"
"892","keslery84","tlustji88",1001,13711,15,12,1001,11000,15,12,3,"20142015","30171"
"893","keslery84","troubja94",999,13713,22,17,868,11133,18,13,3,"20142015","30171"
"894","keslery84","wheelbl86",1644.5,13067.5,27,30,1070,10931,25,13,3,"20142015","30171"
"895","lindhha94","byfugdu85",1892,12820,23,27,1332.5,10668.5,21,16,3,"20142015","30171"
"896","lindhha94","chiarbe91",488,14224,9,4,488,11513,9,4,3,"20142015","30171"
"897","lindhha94","enstrto84",1836.5,12875.5,39,20,1654,10347,31,19,3,"20142015","30171"
"898","lindhha94","frolimi88",1262.5,13449.5,24,17,965,11036,15,13,3,"20142015","30171"
"899","lindhha94","halisma88",99,14613,4,0,99,11902,4,0,3,"20142015","30171"
"900","lindhha94","laddxan85",1938.5,12773.5,22,23,1339,10662,19,13,3,"20142015","30171"
"901","lindhha94","littlbr87",1780,12932,21,21,1209,10792,19,10,3,"20142015","30171"
"902","lindhha94","lowryad93",1062,13650,15,14,916,11085,13,13,3,"20142015","30171"
"903","lindhha94","myersty90",2272,12440,41,26,1704,10297,29,20,3,"20142015","30171"
"904","lindhha94","pardyad84",645.5,14066.5,9,8,481,11520,7,7,3,"20142015","30171"
"905","lindhha94","perrema88",895,13817,10,17,667,11334,10,13,3,"20142015","30171"
"906","lindhha94","scheima93",1692.5,13019.5,36,24,1521,10480,34,21,3,"20142015","30171"
"907","lindhha94","slateji82",642.5,14069.5,15,3,422.5,11578.5,7,2,3,"20142015","30171"
"908","lindhha94","staffdr85",1837,12875,35,19,1652.5,10348.5,33,18,3,"20142015","30171"
"909","lindhha94","stemple83",1017,13695,15,12,982,11019,14,11,3,"20142015","30171"
"910","lindhha94","stuarma84",1461.5,13250.5,25,14,1288,10713,24,13,3,"20142015","30171"
"911","lindhha94","thorbch83",382.5,14329.5,7,3,382.5,11618.5,7,3,3,"20142015","30171"
"912","lindhha94","tlustji88",627.5,14084.5,11,5,597.5,11403.5,11,4,3,"20142015","30171"
"913","lindhha94","troubja94",1539,13173,28,17,1211.5,10789.5,25,13,3,"20142015","30171"
"914","lindhha94","wheelbl86",1952.5,12759.5,33,26,1430.5,10570.5,33,17,3,"20142015","30171"
"915","maroopa88","byfugdu85",1172,13540,13,19,1086.5,10914.5,13,18,3,"20142015","30171"
"916","maroopa88","chiarbe91",348.5,14363.5,4,5,348.5,11652.5,4,5,3,"20142015","30171"
"917","maroopa88","enstrto84",1357,13355,16,23,1344.5,10656.5,16,22,3,"20142015","30171"
"918","maroopa88","frolimi88",2034.5,12677.5,26,31,1748,10253,19,29,3,"20142015","30171"
"919","maroopa88","halisma88",56,14656,4,0,56,11945,4,0,3,"20142015","30171"
"920","maroopa88","laddxan85",2269.5,12442.5,27,36,2051,9950,21,32,3,"20142015","30171"
"921","maroopa88","littlbr87",2081,12631,23,29,1975,10026,20,27,3,"20142015","30171"
"922","maroopa88","lowryad93",736,13976,11,12,547,11454,6,11,3,"20142015","30171"
"923","maroopa88","myersty90",1524.5,13187.5,19,24,1396.5,10604.5,17,23,3,"20142015","30171"
"924","maroopa88","pardyad84",696.5,14015.5,10,10,550,11451,6,9,3,"20142015","30171"
"925","maroopa88","perrema88",289,14423,1,7,271,11730,1,7,3,"20142015","30171"
"926","maroopa88","scheima93",620,14092,13,15,608.5,11392.5,13,14,3,"20142015","30171"
"927","maroopa88","slateji82",504.5,14207.5,19,3,191.5,11809.5,8,2,3,"20142015","30171"
"928","maroopa88","staffdr85",974,13738,16,12,974,11027,16,12,3,"20142015","30171"
"929","maroopa88","stemple83",412,14300,6,9,412,11589,6,9,3,"20142015","30171"
"930","maroopa88","stuarma84",1521,13191,39,18,1027,10974,21,15,3,"20142015","30171"
"931","maroopa88","thorbch83",189.5,14522.5,8,2,189.5,11811.5,8,2,3,"20142015","30171"
"932","maroopa88","tlustji88",448.5,14263.5,11,6,448.5,11552.5,11,6,3,"20142015","30171"
"933","maroopa88","troubja94",1462,13250,37,20,928,11073,18,17,3,"20142015","30171"
"934","maroopa88","wheelbl86",740.5,13971.5,14,11,457,11544,7,10,3,"20142015","30171"
"935","palmiky91","byfugdu85",867.5,13844.5,12,14,760,11241,10,13,3,"20142015","30171"
"936","palmiky91","chiarbe91",617,14095,10,10,607,11394,10,9,3,"20142015","30171"
"937","palmiky91","enstrto84",1179.5,13532.5,27,11,1048.5,10952.5,20,11,3,"20142015","30171"
"938","palmiky91","frolimi88",620.5,14091.5,11,8,475.5,11525.5,4,8,3,"20142015","30171"
"939","palmiky91","halisma88",8.5,14703.5,1,0,8.5,11992.5,1,0,3,"20142015","30171"
"940","palmiky91","laddxan85",699.5,14012.5,7,6,513,11488,5,4,3,"20142015","30171"
"941","palmiky91","littlbr87",576,14136,6,5,460,11541,5,4,3,"20142015","30171"
"942","palmiky91","lowryad93",559,14153,9,7,467.5,11533.5,7,7,3,"20142015","30171"
"943","palmiky91","myersty90",1278.5,13433.5,27,13,1098.5,10902.5,19,13,3,"20142015","30171"
"944","palmiky91","pardyad84",597,14115,6,11,470.5,11530.5,5,11,3,"20142015","30171"
"945","palmiky91","perrema88",721,13991,14,15,711,11290,14,14,3,"20142015","30171"
"946","palmiky91","scheima93",1520.5,13191.5,33,23,1499,10502,33,22,3,"20142015","30171"
"947","palmiky91","slateji82",384.5,14327.5,10,3,251,11750,3,3,3,"20142015","30171"
"948","palmiky91","staffdr85",1115.5,13596.5,26,13,1110,10891,26,12,3,"20142015","30171"
"949","palmiky91","stemple83",387.5,14324.5,7,5,373.5,11627.5,6,5,3,"20142015","30171"
"950","palmiky91","stuarma84",555.5,14156.5,13,3,453,11548,12,3,3,"20142015","30171"
"951","palmiky91","thorbch83",278.5,14433.5,4,2,278.5,11722.5,4,2,3,"20142015","30171"
"952","palmiky91","tlustji88",381,14331,4,6,381,11620,4,6,3,"20142015","30171"
"953","palmiky91","troubja94",949,13763,21,14,881.5,11119.5,20,12,3,"20142015","30171"
"954","palmiky91","wheelbl86",1450.5,13261.5,32,23,1395,10606,32,21,3,"20142015","30171"
"955","perryco85","byfugdu85",1363.5,13348.5,19,21,1248.5,10752.5,18,19,3,"20142015","30171"
"956","perryco85","chiarbe91",429,14283,7,5,429,11572,7,5,3,"20142015","30171"
"957","perryco85","enstrto84",1543.5,13168.5,20,21,1441,10560,19,18,3,"20142015","30171"
"958","perryco85","frolimi88",1969.5,12742.5,23,31,1649.5,10351.5,16,27,3,"20142015","30171"
"959","perryco85","halisma88",89,14623,6,0,89,11912,6,0,3,"20142015","30171"
"960","perryco85","laddxan85",2580,12132,35,40,2306.5,9694.5,27,35,3,"20142015","30171"
"961","perryco85","littlbr87",2381,12331,30,33,2256.5,9744.5,26,30,3,"20142015","30171"
"962","perryco85","lowryad93",617,14095,8,8,416,11585,3,6,3,"20142015","30171"
"963","perryco85","myersty90",1806,12906,22,22,1535,10466,17,19,3,"20142015","30171"
"964","perryco85","pardyad84",714.5,13997.5,10,11,568,11433,6,10,3,"20142015","30171"
"965","perryco85","perrema88",382,14330,2,6,347.5,11653.5,1,6,3,"20142015","30171"
"966","perryco85","scheima93",910.5,13801.5,15,18,769,11232,13,15,3,"20142015","30171"
"967","perryco85","slateji82",585.5,14126.5,22,2,265.5,11735.5,11,1,3,"20142015","30171"
"968","perryco85","staffdr85",1282.5,13429.5,22,15,1221.5,10779.5,21,14,3,"20142015","30171"
"969","perryco85","stemple83",499.5,14212.5,8,8,487.5,11513.5,8,7,3,"20142015","30171"
"970","perryco85","stuarma84",1632.5,13079.5,39,19,1138.5,10862.5,21,16,3,"20142015","30171"
"971","perryco85","thorbch83",263,14449,9,1,263,11738,9,1,3,"20142015","30171"
"972","perryco85","tlustji88",394.5,14317.5,10,2,394.5,11606.5,10,2,3,"20142015","30171"
"973","perryco85","troubja94",1698,13014,39,22,1103,10898,19,18,3,"20142015","30171"
"974","perryco85","wheelbl86",947.5,13764.5,15,12,606,11395,7,11,3,"20142015","30171"
"975","rakelri93","byfugdu85",1095.5,13616.5,18,10,1076.5,10924.5,18,10,3,"20142015","30171"
"976","rakelri93","chiarbe91",681,14031,12,10,671,11330,12,9,3,"20142015","30171"
"977","rakelri93","enstrto84",988.5,13723.5,16,12,964,11037,16,12,3,"20142015","30171"
"978","rakelri93","frolimi88",428.5,14283.5,5,7,428.5,11572.5,5,7,3,"20142015","30171"
"979","rakelri93","halisma88",54.5,14657.5,1,0,54.5,11946.5,1,0,3,"20142015","30171"
"980","rakelri93","laddxan85",584,14128,7,6,555,11446,7,5,3,"20142015","30171"
"981","rakelri93","littlbr87",513,14199,10,4,494,11507,10,4,3,"20142015","30171"
"982","rakelri93","lowryad93",1036.5,13675.5,16,16,1036.5,10964.5,16,16,3,"20142015","30171"
"983","rakelri93","myersty90",1063,13649,17,15,1038.5,10962.5,17,15,3,"20142015","30171"
"984","rakelri93","pardyad84",500,14212,13,8,500,11501,13,8,3,"20142015","30171"
"985","rakelri93","perrema88",946,13766,20,20,936,11065,20,19,3,"20142015","30171"
"986","rakelri93","scheima93",1190,13522,26,13,1155.5,10845.5,26,12,3,"20142015","30171"
"987","rakelri93","slateji82",350,14362,4,8,350,11651,4,8,3,"20142015","30171"
"988","rakelri93","staffdr85",793,13919,18,4,768.5,11232.5,18,4,3,"20142015","30171"
"989","rakelri93","stemple83",1033.5,13678.5,16,16,1033.5,10967.5,16,16,3,"20142015","30171"
"990","rakelri93","stuarma84",702,14010,13,10,683,11318,13,10,3,"20142015","30171"
"991","rakelri93","thorbch83",317.5,14394.5,4,6,317.5,11683.5,4,6,3,"20142015","30171"
"992","rakelri93","tlustji88",822.5,13889.5,11,14,822.5,11178.5,11,14,3,"20142015","30171"
"993","rakelri93","troubja94",1264,13448,27,20,1254,10747,27,19,3,"20142015","30171"
"994","rakelri93","wheelbl86",1093.5,13618.5,26,12,1083.5,10917.5,26,11,3,"20142015","30171"
"995","silfvja90","byfugdu85",2004.5,12707.5,24,31,1417.5,10583.5,21,18,3,"20142015","30171"
"996","silfvja90","chiarbe91",273.5,14438.5,5,2,273.5,11727.5,5,2,3,"20142015","30171"
"997","silfvja90","enstrto84",1250.5,13461.5,17,22,1197.5,10803.5,17,21,3,"20142015","30171"
"998","silfvja90","frolimi88",1088,13624,12,25,919.5,11081.5,11,23,3,"20142015","30171"
"999","silfvja90","halisma88",81.5,14630.5,2,0,81.5,11919.5,2,0,3,"20142015","30171"
"1000","silfvja90","laddxan85",1007.5,13704.5,11,27,586,11415,9,15,3,"20142015","30171"
"1001","silfvja90","littlbr87",940.5,13771.5,12,25,519,11482,10,13,3,"20142015","30171"
"1002","silfvja90","lowryad93",2079,12633,31,32,2026.5,9974.5,31,32,3,"20142015","30171"
"1003","silfvja90","myersty90",1561.5,13150.5,20,24,1193,10808,18,19,3,"20142015","30171"
"1004","silfvja90","pardyad84",494.5,14217.5,11,6,494.5,11506.5,11,6,3,"20142015","30171"
"1005","silfvja90","perrema88",1318.5,13393.5,19,24,996.5,11004.5,17,16,3,"20142015","30171"
"1006","silfvja90","scheima93",925.5,13786.5,15,7,632,11369,13,4,3,"20142015","30171"
"1007","silfvja90","slateji82",336,14376,7,2,336,11665,7,2,3,"20142015","30171"
"1008","silfvja90","staffdr85",879.5,13832.5,13,11,620,11381,12,7,3,"20142015","30171"
"1009","silfvja90","stemple83",1551,13161,25,23,1509,10492,25,23,3,"20142015","30171"
"1010","silfvja90","stuarma84",1540.5,13171.5,28,23,1488.5,10512.5,28,23,3,"20142015","30171"
"1011","silfvja90","thorbch83",296.5,14415.5,7,1,296.5,11704.5,7,1,3,"20142015","30171"
"1012","silfvja90","tlustji88",1365.5,13346.5,21,17,1314.5,10686.5,21,16,3,"20142015","30171"
"1013","silfvja90","troubja94",1297.5,13414.5,28,20,1065.5,10935.5,26,16,3,"20142015","30171"
"1014","silfvja90","wheelbl86",1159,13553,17,16,643,11358,14,3,3,"20142015","30171"
"1015","stonecl85","byfugdu85",1823,12889,23,34,1529.5,10471.5,22,23,3,"20142015","30171"
"1016","stonecl85","chiarbe91",630,14082,8,8,620,11381,8,7,3,"20142015","30171"
"1017","stonecl85","enstrto84",1208,13504,11,26,1164.5,10836.5,11,25,3,"20142015","30171"
"1018","stonecl85","frolimi88",1397.5,13314.5,12,34,1290,10711,10,33,3,"20142015","30171"
"1019","stonecl85","halisma88",202,14510,4,2,202,11799,4,2,3,"20142015","30171"
"1020","stonecl85","laddxan85",1400.5,13311.5,11,35,1130,10871,9,25,3,"20142015","30171"
"1021","stonecl85","littlbr87",1363,13349,9,33,1072,10929,7,23,3,"20142015","30171"
"1022","stonecl85","lowryad93",1266.5,13445.5,20,21,1244,10757,20,20,3,"20142015","30171"
"1023","stonecl85","myersty90",1526,13186,17,33,1232.5,10768.5,13,28,3,"20142015","30171"
"1024","stonecl85","pardyad84",663,14049,10,12,651.5,11349.5,10,12,3,"20142015","30171"
"1025","stonecl85","perrema88",1166,13546,16,26,932,11069,15,17,3,"20142015","30171"
"1026","stonecl85","scheima93",1050.5,13661.5,19,23,881.5,11119.5,17,21,3,"20142015","30171"
"1027","stonecl85","slateji82",705.5,14006.5,13,10,698.5,11302.5,13,10,3,"20142015","30171"
"1028","stonecl85","staffdr85",788.5,13923.5,14,16,611,11390,12,13,3,"20142015","30171"
"1029","stonecl85","stemple83",1206.5,13505.5,24,18,1194.5,10806.5,24,17,3,"20142015","30171"
"1030","stonecl85","stuarma84",1331.5,13380.5,27,27,1321,10680,27,27,3,"20142015","30171"
"1031","stonecl85","thorbch83",685,14027,12,11,685,11316,12,11,3,"20142015","30171"
"1032","stonecl85","tlustji88",1008,13704,15,18,996,11005,15,17,3,"20142015","30171"
"1033","stonecl85","troubja94",1561,13151,30,31,1396.5,10604.5,27,29,3,"20142015","30171"
"1034","stonecl85","wheelbl86",1027.5,13684.5,11,26,670.5,11330.5,9,15,3,"20142015","30171"
"1035","vatansa91","byfugdu85",1850,12862,23,30,1586,10415,22,22,3,"20142015","30171"
"1036","vatansa91","chiarbe91",643.5,14068.5,9,8,633.5,11367.5,9,7,3,"20142015","30171"
"1037","vatansa91","enstrto84",1345,13367,13,29,1278.5,10722.5,13,27,3,"20142015","30171"
"1038","vatansa91","frolimi88",1664.5,13047.5,17,36,1368.5,10632.5,9,35,3,"20142015","30171"
"1039","vatansa91","halisma88",215.5,14496.5,5,2,215.5,11785.5,5,2,3,"20142015","30171"
"1040","vatansa91","laddxan85",1595.5,13116.5,16,35,1170,10831,8,25,3,"20142015","30171"
"1041","vatansa91","littlbr87",1470,13242,11,32,1154.5,10846.5,6,24,3,"20142015","30171"
"1042","vatansa91","lowryad93",1520.5,13191.5,28,23,1320,10681,23,21,3,"20142015","30171"
"1043","vatansa91","myersty90",1705,13007,18,35,1303.5,10697.5,13,29,3,"20142015","30171"
"1044","vatansa91","pardyad84",875.5,13836.5,16,11,767,11234,13,11,3,"20142015","30171"
"1045","vatansa91","perrema88",1244.5,13467.5,16,26,1046.5,10954.5,15,20,3,"20142015","30171"
"1046","vatansa91","scheima93",1072.5,13639.5,20,20,903.5,11097.5,18,18,3,"20142015","30171"
"1047","vatansa91","slateji82",948,13764,22,11,714.5,11286.5,12,11,3,"20142015","30171"
"1048","vatansa91","staffdr85",880.5,13831.5,18,14,703,11298,16,11,3,"20142015","30171"
"1049","vatansa91","stemple83",1296,13416,26,19,1251,10750,26,18,3,"20142015","30171"
"1050","vatansa91","stuarma84",1720,12992,41,28,1274.5,10726.5,23,26,3,"20142015","30171"
"1051","vatansa91","thorbch83",706.5,14005.5,12,11,706.5,11294.5,12,11,3,"20142015","30171"
"1052","vatansa91","tlustji88",1005,13707,14,16,960,11041,14,15,3,"20142015","30171"
"1053","vatansa91","troubja94",2095.5,12616.5,50,34,1456.5,10544.5,28,30,3,"20142015","30171"
"1054","vatansa91","wheelbl86",1229,13483,19,21,692,11309,10,12,3,"20142015","30171"
"1055","wagnech91","byfugdu85",282,14430,4,0,282,11719,4,0,3,"20142015","30171"
"1056","wagnech91","chiarbe91",236,14476,4,0,236,11765,4,0,3,"20142015","30171"
"1057","wagnech91","enstrto84",180,14532,3,3,180,11821,3,3,3,"20142015","30171"
"1058","wagnech91","frolimi88",126.5,14585.5,2,1,126.5,11874.5,2,1,3,"20142015","30171"
"1059","wagnech91","halisma88",341.5,14370.5,7,2,341.5,11659.5,7,2,3,"20142015","30171"
"1060","wagnech91","laddxan85",126.5,14585.5,2,1,126.5,11874.5,2,1,3,"20142015","30171"
"1061","wagnech91","littlbr87",126.5,14585.5,2,1,126.5,11874.5,2,1,3,"20142015","30171"
"1062","wagnech91","lowryad93",66.5,14645.5,2,0,66.5,11934.5,2,0,3,"20142015","30171"
"1063","wagnech91","myersty90",132,14580,2,2,132,11869,2,2,3,"20142015","30171"
"1064","wagnech91","pardyad84",71,14641,0,0,71,11930,0,0,3,"20142015","30171"
"1065","wagnech91","perrema88",3.5,14708.5,0,1,3.5,11997.5,0,1,3,"20142015","30171"
"1066","wagnech91","scheima93",36,14676,0,1,36,11965,0,1,3,"20142015","30171"
"1067","wagnech91","slateji82",391,14321,6,2,391,11610,6,2,3,"20142015","30171"
"1068","wagnech91","staffdr85",21.5,14690.5,0,0,21.5,11979.5,0,0,3,"20142015","30171"
"1069","wagnech91","stemple83",53,14659,1,0,53,11948,1,0,3,"20142015","30171"
"1070","wagnech91","stuarma84",159.5,14552.5,3,1,159.5,11841.5,3,1,3,"20142015","30171"
"1071","wagnech91","thorbch83",415.5,14296.5,7,2,415.5,11585.5,7,2,3,"20142015","30171"
"1072","wagnech91","tlustji88",116,14596,1,0,116,11885,1,0,3,"20142015","30171"
"1073","wagnech91","troubja94",179.5,14532.5,4,2,179.5,11821.5,4,2,3,"20142015","30171"
"1074","wagnech91","wheelbl86",36,14676,0,1,36,11965,0,1,3,"20142015","30171"
"1075","byfugdu85","beaucfr80",2199,12513,34,28,1547,10454,18,25,3,"20142015","30171"
"1076","byfugdu85","belesma88",1294,13418,21,18,1148.5,10852.5,19,15,3,"20142015","30171"
"1077","byfugdu85","coglian87",1639,13073,18,24,1220.5,10780.5,13,21,3,"20142015","30171"
"1078","byfugdu85","desprsi91",1644,13068,19,23,1217,10784,13,19,3,"20142015","30171"
"1079","byfugdu85","etemxem92",963,13749,7,15,768,11233,6,15,3,"20142015","30171"
"1080","byfugdu85","fleisto84",390.5,14321.5,5,4,390.5,11610.5,5,4,3,"20142015","30171"
"1081","byfugdu85","fowleca91",1695.5,13016.5,26,20,1278,10723,22,17,3,"20142015","30171"
"1082","byfugdu85","getzlry85",1986.5,12725.5,42,20,1347.5,10653.5,23,18,3,"20142015","30171"
"1083","byfugdu85","jackmti81",591,14121,4,12,591,11410,4,12,3,"20142015","30171"
"1084","byfugdu85","keslery84",2040,12672,40,24,1398,10603,23,20,3,"20142015","30171"
"1085","byfugdu85","lindhha94",1892,12820,27,23,1332.5,10668.5,16,21,3,"20142015","30171"
"1086","byfugdu85","maroopa88",1172,13540,19,13,1086.5,10914.5,18,13,3,"20142015","30171"
"1087","byfugdu85","palmiky91",867.5,13844.5,14,12,760,11241,13,10,3,"20142015","30171"
"1088","byfugdu85","perryco85",1363.5,13348.5,21,19,1248.5,10752.5,19,18,3,"20142015","30171"
"1089","byfugdu85","rakelri93",1095.5,13616.5,10,18,1076.5,10924.5,10,18,3,"20142015","30171"
"1090","byfugdu85","silfvja90",2004.5,12707.5,31,24,1417.5,10583.5,18,21,3,"20142015","30171"
"1091","byfugdu85","stonecl85",1823,12889,34,23,1529.5,10471.5,23,22,3,"20142015","30171"
"1092","byfugdu85","vatansa91",1850,12862,30,23,1586,10415,22,22,3,"20142015","30171"
"1093","byfugdu85","wagnech91",282,14430,0,4,282,11719,0,4,3,"20142015","30171"
"1094","chiarbe91","beaucfr80",523,14189,5,9,523,11478,5,9,3,"20142015","30171"
"1095","chiarbe91","belesma88",207.5,14504.5,2,3,207.5,11793.5,2,3,3,"20142015","30171"
"1096","chiarbe91","coglian87",653.5,14058.5,8,13,643.5,11357.5,7,13,3,"20142015","30171"
"1097","chiarbe91","desprsi91",573.5,14138.5,8,10,573.5,11427.5,8,10,3,"20142015","30171"
"1098","chiarbe91","etemxem92",477.5,14234.5,5,7,477.5,11523.5,5,7,3,"20142015","30171"
"1099","chiarbe91","fleisto84",151,14561,3,1,151,11850,3,1,3,"20142015","30171"
"1100","chiarbe91","fowleca91",525,14187,7,9,525,11476,7,9,3,"20142015","30171"
"1101","chiarbe91","getzlry85",390.5,14321.5,5,7,390.5,11610.5,5,7,3,"20142015","30171"
"1102","chiarbe91","jackmti81",372,14340,3,5,372,11629,3,5,3,"20142015","30171"
"1103","chiarbe91","keslery84",237.5,14474.5,2,3,237.5,11763.5,2,3,3,"20142015","30171"
"1104","chiarbe91","lindhha94",488,14224,4,9,488,11513,4,9,3,"20142015","30171"
"1105","chiarbe91","maroopa88",348.5,14363.5,5,4,348.5,11652.5,5,4,3,"20142015","30171"
"1106","chiarbe91","palmiky91",617,14095,10,10,607,11394,9,10,3,"20142015","30171"
"1107","chiarbe91","perryco85",429,14283,5,7,429,11572,5,7,3,"20142015","30171"
"1108","chiarbe91","rakelri93",681,14031,10,12,671,11330,9,12,3,"20142015","30171"
"1109","chiarbe91","silfvja90",273.5,14438.5,2,5,273.5,11727.5,2,5,3,"20142015","30171"
"1110","chiarbe91","stonecl85",630,14082,8,8,620,11381,7,8,3,"20142015","30171"
"1111","chiarbe91","vatansa91",643.5,14068.5,8,9,633.5,11367.5,7,9,3,"20142015","30171"
"1112","chiarbe91","wagnech91",236,14476,0,4,236,11765,0,4,3,"20142015","30171"
"1113","enstrto84","beaucfr80",2021,12691,22,41,1838.5,10162.5,21,33,3,"20142015","30171"
"1114","enstrto84","belesma88",1349,13363,17,23,1262,10739,16,22,3,"20142015","30171"
"1115","enstrto84","coglian87",991.5,13720.5,12,16,932.5,11068.5,9,16,3,"20142015","30171"
"1116","enstrto84","desprsi91",1622.5,13089.5,24,24,1514,10487,19,24,3,"20142015","30171"
"1117","enstrto84","etemxem92",801.5,13910.5,12,13,801.5,11199.5,12,13,3,"20142015","30171"
"1118","enstrto84","fleisto84",612.5,14099.5,9,13,546,11455,9,7,3,"20142015","30171"
"1119","enstrto84","fowleca91",1704.5,13007.5,26,26,1573,10428,20,26,3,"20142015","30171"
"1120","enstrto84","getzlry85",1683,13029,28,18,1490,10511,20,17,3,"20142015","30171"
"1121","enstrto84","jackmti81",786,13926,14,13,786,11215,14,13,3,"20142015","30171"
"1122","enstrto84","keslery84",1586.5,13125.5,22,35,1446.5,10554.5,22,28,3,"20142015","30171"
"1123","enstrto84","lindhha94",1836.5,12875.5,20,39,1654,10347,19,31,3,"20142015","30171"
"1124","enstrto84","maroopa88",1357,13355,23,16,1344.5,10656.5,22,16,3,"20142015","30171"
"1125","enstrto84","palmiky91",1179.5,13532.5,11,27,1048.5,10952.5,11,20,3,"20142015","30171"
"1126","enstrto84","perryco85",1543.5,13168.5,21,20,1441,10560,18,19,3,"20142015","30171"
"1127","enstrto84","rakelri93",988.5,13723.5,12,16,964,11037,12,16,3,"20142015","30171"
"1128","enstrto84","silfvja90",1250.5,13461.5,22,17,1197.5,10803.5,21,17,3,"20142015","30171"
"1129","enstrto84","stonecl85",1208,13504,26,11,1164.5,10836.5,25,11,3,"20142015","30171"
"1130","enstrto84","vatansa91",1345,13367,29,13,1278.5,10722.5,27,13,3,"20142015","30171"
"1131","enstrto84","wagnech91",180,14532,3,3,180,11821,3,3,3,"20142015","30171"
"1132","frolimi88","beaucfr80",1325,13387,17,21,1065.5,10935.5,13,13,3,"20142015","30171"
"1133","frolimi88","belesma88",810,13902,22,8,734.5,11266.5,22,7,3,"20142015","30171"
"1134","frolimi88","coglian87",544.5,14167.5,8,7,418.5,11582.5,4,6,3,"20142015","30171"
"1135","frolimi88","desprsi91",1191,13521,23,14,1003,10998,18,14,3,"20142015","30171"
"1136","frolimi88","etemxem92",547,14165,9,9,367.5,11633.5,8,6,3,"20142015","30171"
