"","p1","p2","el","eloff","evf","eva","el2","el2off","evf2","eva2","gr","season","gcode"
"1137","frolimi88","fleisto84",221,14491,3,8,129.5,11871.5,3,1,3,"20142015","30171"
"1138","frolimi88","fowleca91",1383,13329,23,21,968.5,11032.5,18,14,3,"20142015","30171"
"1139","frolimi88","getzlry85",2079,12633,35,24,1680.5,10320.5,27,17,3,"20142015","30171"
"1140","frolimi88","jackmti81",210,14502,3,5,210,11791,3,5,3,"20142015","30171"
"1141","frolimi88","keslery84",1245,13467,29,18,1041.5,10959.5,28,11,3,"20142015","30171"
"1142","frolimi88","lindhha94",1262.5,13449.5,17,24,965,11036,13,15,3,"20142015","30171"
"1143","frolimi88","maroopa88",2034.5,12677.5,31,26,1748,10253,29,19,3,"20142015","30171"
"1144","frolimi88","palmiky91",620.5,14091.5,8,11,475.5,11525.5,8,4,3,"20142015","30171"
"1145","frolimi88","perryco85",1969.5,12742.5,31,23,1649.5,10351.5,27,16,3,"20142015","30171"
"1146","frolimi88","rakelri93",428.5,14283.5,7,5,428.5,11572.5,7,5,3,"20142015","30171"
"1147","frolimi88","silfvja90",1088,13624,25,12,919.5,11081.5,23,11,3,"20142015","30171"
"1148","frolimi88","stonecl85",1397.5,13314.5,34,12,1290,10711,33,10,3,"20142015","30171"
"1149","frolimi88","vatansa91",1664.5,13047.5,36,17,1368.5,10632.5,35,9,3,"20142015","30171"
"1150","frolimi88","wagnech91",126.5,14585.5,1,2,126.5,11874.5,1,2,3,"20142015","30171"
"1151","halisma88","beaucfr80",99,14613,0,4,99,11902,0,4,3,"20142015","30171"
"1152","halisma88","belesma88",32.5,14679.5,0,1,32.5,11968.5,0,1,3,"20142015","30171"
"1153","halisma88","coglian87",80.5,14631.5,0,2,80.5,11920.5,0,2,3,"20142015","30171"
"1154","halisma88","desprsi91",218.5,14493.5,0,8,218.5,11782.5,0,8,3,"20142015","30171"
"1155","halisma88","etemxem92",350.5,14361.5,2,9,350.5,11650.5,2,9,3,"20142015","30171"
"1156","halisma88","fowleca91",205,14507,0,7,205,11796,0,7,3,"20142015","30171"
"1157","halisma88","getzlry85",89,14623,0,6,89,11912,0,6,3,"20142015","30171"
"1158","halisma88","jackmti81",340.5,14371.5,2,7,340.5,11660.5,2,7,3,"20142015","30171"
"1159","halisma88","keslery84",34.5,14677.5,0,2,34.5,11966.5,0,2,3,"20142015","30171"
"1160","halisma88","lindhha94",99,14613,0,4,99,11902,0,4,3,"20142015","30171"
"1161","halisma88","maroopa88",56,14656,0,4,56,11945,0,4,3,"20142015","30171"
"1162","halisma88","palmiky91",8.5,14703.5,0,1,8.5,11992.5,0,1,3,"20142015","30171"
"1163","halisma88","perryco85",89,14623,0,6,89,11912,0,6,3,"20142015","30171"
"1164","halisma88","rakelri93",54.5,14657.5,0,1,54.5,11946.5,0,1,3,"20142015","30171"
"1165","halisma88","silfvja90",81.5,14630.5,0,2,81.5,11919.5,0,2,3,"20142015","30171"
"1166","halisma88","stonecl85",202,14510,2,4,202,11799,2,4,3,"20142015","30171"
"1167","halisma88","vatansa91",215.5,14496.5,2,5,215.5,11785.5,2,5,3,"20142015","30171"
"1168","halisma88","wagnech91",341.5,14370.5,2,7,341.5,11659.5,2,7,3,"20142015","30171"
"1169","laddxan85","beaucfr80",2173.5,12538.5,31,22,1455.5,10545.5,16,18,3,"20142015","30171"
"1170","laddxan85","belesma88",751.5,13960.5,15,7,587.5,11413.5,14,5,3,"20142015","30171"
"1171","laddxan85","coglian87",1121.5,13590.5,13,14,656,11345,5,11,3,"20142015","30171"
"1172","laddxan85","desprsi91",1410,13302,24,22,1105,10896,16,19,3,"20142015","30171"
"1173","laddxan85","etemxem92",370.5,14341.5,2,7,284,11717,2,7,3,"20142015","30171"
"1174","laddxan85","fleisto84",187,14525,3,5,138,11863,3,4,3,"20142015","30171"
"1175","laddxan85","fowleca91",1545.5,13166.5,26,27,1106.5,10894.5,17,19,3,"20142015","30171"
"1176","laddxan85","getzlry85",3164,11548,57,37,2366,9635,35,27,3,"20142015","30171"
"1177","laddxan85","jackmti81",239.5,14472.5,2,5,239.5,11761.5,2,5,3,"20142015","30171"
"1178","laddxan85","keslery84",1178.5,13533.5,31,12,550,11451,15,8,3,"20142015","30171"
"1179","laddxan85","lindhha94",1938.5,12773.5,23,22,1339,10662,13,19,3,"20142015","30171"
"1180","laddxan85","maroopa88",2269.5,12442.5,36,27,2051,9950,32,21,3,"20142015","30171"
"1181","laddxan85","palmiky91",699.5,14012.5,6,7,513,11488,4,5,3,"20142015","30171"
"1182","laddxan85","perryco85",2580,12132,40,35,2306.5,9694.5,35,27,3,"20142015","30171"
"1183","laddxan85","rakelri93",584,14128,6,7,555,11446,5,7,3,"20142015","30171"
"1184","laddxan85","silfvja90",1007.5,13704.5,27,11,586,11415,15,9,3,"20142015","30171"
"1185","laddxan85","stonecl85",1400.5,13311.5,35,11,1130,10871,25,9,3,"20142015","30171"
"1186","laddxan85","vatansa91",1595.5,13116.5,35,16,1170,10831,25,8,3,"20142015","30171"
"1187","laddxan85","wagnech91",126.5,14585.5,1,2,126.5,11874.5,1,2,3,"20142015","30171"
"1188","littlbr87","beaucfr80",2043,12669,28,21,1362,10639,13,18,3,"20142015","30171"
"1189","littlbr87","belesma88",695,14017,15,8,579,11422,14,7,3,"20142015","30171"
"1190","littlbr87","coglian87",1055,13657,11,15,596.5,11404.5,4,12,3,"20142015","30171"
"1191","littlbr87","desprsi91",1328.5,13383.5,23,22,1070,10931,16,20,3,"20142015","30171"
"1192","littlbr87","etemxem92",359.5,14352.5,5,4,238.5,11762.5,4,4,3,"20142015","30171"
"1193","littlbr87","fleisto84",96,14616,3,3,96,11905,3,3,3,"20142015","30171"
"1194","littlbr87","fowleca91",1323,13389,23,24,1037.5,10963.5,16,20,3,"20142015","30171"
"1195","littlbr87","getzlry85",2961.5,11750.5,49,31,2286.5,9714.5,29,25,3,"20142015","30171"
"1196","littlbr87","jackmti81",209,14503,4,4,209,11792,4,4,3,"20142015","30171"
"1197","littlbr87","keslery84",1089,13623,32,10,521,11480,16,7,3,"20142015","30171"
"1198","littlbr87","lindhha94",1780,12932,21,21,1209,10792,10,19,3,"20142015","30171"
"1199","littlbr87","maroopa88",2081,12631,29,23,1975,10026,27,20,3,"20142015","30171"
"1200","littlbr87","palmiky91",576,14136,5,6,460,11541,4,5,3,"20142015","30171"
"1201","littlbr87","perryco85",2381,12331,33,30,2256.5,9744.5,30,26,3,"20142015","30171"
"1202","littlbr87","rakelri93",513,14199,4,10,494,11507,4,10,3,"20142015","30171"
"1203","littlbr87","silfvja90",940.5,13771.5,25,12,519,11482,13,10,3,"20142015","30171"
"1204","littlbr87","stonecl85",1363,13349,33,9,1072,10929,23,7,3,"20142015","30171"
"1205","littlbr87","vatansa91",1470,13242,32,11,1154.5,10846.5,24,6,3,"20142015","30171"
"1206","littlbr87","wagnech91",126.5,14585.5,1,2,126.5,11874.5,1,2,3,"20142015","30171"
"1207","lowryad93","beaucfr80",1211.5,13500.5,15,19,1066,10935,14,17,3,"20142015","30171"
"1208","lowryad93","belesma88",1286,13426,19,20,1231.5,10769.5,18,19,3,"20142015","30171"
"1209","lowryad93","coglian87",1007.5,13704.5,13,16,997,11004,13,16,3,"20142015","30171"
"1210","lowryad93","desprsi91",982.5,13729.5,14,12,982.5,11018.5,14,12,3,"20142015","30171"
"1211","lowryad93","etemxem92",325,14387,1,8,292,11709,1,8,3,"20142015","30171"
"1212","lowryad93","fleisto84",222,14490,0,3,173,11828,0,2,3,"20142015","30171"
"1213","lowryad93","fowleca91",1102,13610,13,18,902.5,11098.5,12,13,3,"20142015","30171"
"1214","lowryad93","getzlry85",622.5,14089.5,11,9,399,11602,8,4,3,"20142015","30171"
"1215","lowryad93","jackmti81",270.5,14441.5,1,8,270.5,11730.5,1,8,3,"20142015","30171"
"1216","lowryad93","keslery84",1746.5,12965.5,23,27,1646,10355,23,25,3,"20142015","30171"
"1217","lowryad93","lindhha94",1062,13650,14,15,916,11085,13,13,3,"20142015","30171"
"1218","lowryad93","maroopa88",736,13976,12,11,547,11454,11,6,3,"20142015","30171"
"1219","lowryad93","palmiky91",559,14153,7,9,467.5,11533.5,7,7,3,"20142015","30171"
"1220","lowryad93","perryco85",617,14095,8,8,416,11585,6,3,3,"20142015","30171"
"1221","lowryad93","rakelri93",1036.5,13675.5,16,16,1036.5,10964.5,16,16,3,"20142015","30171"
"1222","lowryad93","silfvja90",2079,12633,32,31,2026.5,9974.5,32,31,3,"20142015","30171"
"1223","lowryad93","stonecl85",1266.5,13445.5,21,20,1244,10757,20,20,3,"20142015","30171"
"1224","lowryad93","vatansa91",1520.5,13191.5,23,28,1320,10681,21,23,3,"20142015","30171"
"1225","lowryad93","wagnech91",66.5,14645.5,0,2,66.5,11934.5,0,2,3,"20142015","30171"
"1226","myersty90","beaucfr80",2431,12281,27,41,1844.5,10156.5,20,30,3,"20142015","30171"
"1227","myersty90","belesma88",1416,13296,15,22,1266,10735,15,19,3,"20142015","30171"
"1228","myersty90","coglian87",1339,13373,19,20,996.5,11004.5,11,17,3,"20142015","30171"
"1229","myersty90","desprsi91",1774.5,12937.5,25,27,1577,10424,20,26,3,"20142015","30171"
"1230","myersty90","etemxem92",1073,13639,16,17,814,11187,14,14,3,"20142015","30171"
"1231","myersty90","fleisto84",677,14035,11,15,588.5,11412.5,11,8,3,"20142015","30171"
"1232","myersty90","fowleca91",1910,12802,26,29,1608,10393,21,26,3,"20142015","30171"
"1233","myersty90","getzlry85",2079.5,12632.5,33,22,1559,10442,20,16,3,"20142015","30171"
"1234","myersty90","jackmti81",734,13978,13,13,734,11267,13,13,3,"20142015","30171"
"1235","myersty90","keslery84",1859,12853,27,35,1414,10587,22,26,3,"20142015","30171"
"1236","myersty90","lindhha94",2272,12440,26,41,1704,10297,20,29,3,"20142015","30171"
"1237","myersty90","maroopa88",1524.5,13187.5,24,19,1396.5,10604.5,23,17,3,"20142015","30171"
"1238","myersty90","palmiky91",1278.5,13433.5,13,27,1098.5,10902.5,13,19,3,"20142015","30171"
"1239","myersty90","perryco85",1806,12906,22,22,1535,10466,19,17,3,"20142015","30171"
"1240","myersty90","rakelri93",1063,13649,15,17,1038.5,10962.5,15,17,3,"20142015","30171"
"1241","myersty90","silfvja90",1561.5,13150.5,24,20,1193,10808,19,18,3,"20142015","30171"
"1242","myersty90","stonecl85",1526,13186,33,17,1232.5,10768.5,28,13,3,"20142015","30171"
"1243","myersty90","vatansa91",1705,13007,35,18,1303.5,10697.5,29,13,3,"20142015","30171"
"1244","myersty90","wagnech91",132,14580,2,2,132,11869,2,2,3,"20142015","30171"
"1245","pardyad84","beaucfr80",694.5,14017.5,10,10,568,11433,9,9,3,"20142015","30171"
"1246","pardyad84","belesma88",512.5,14199.5,7,3,386,11615,7,2,3,"20142015","30171"
"1247","pardyad84","coglian87",655.5,14056.5,11,15,655.5,11345.5,11,15,3,"20142015","30171"
"1248","pardyad84","desprsi91",633.5,14078.5,7,10,633.5,11367.5,7,10,3,"20142015","30171"
"1249","pardyad84","etemxem92",368,14344,3,6,368,11633,3,6,3,"20142015","30171"
"1250","pardyad84","fleisto84",168,14544,1,1,168,11833,1,1,3,"20142015","30171"
"1251","pardyad84","fowleca91",866.5,13845.5,14,10,740,11261,14,7,3,"20142015","30171"
"1252","pardyad84","getzlry85",779.5,13932.5,11,11,633,11368,10,7,3,"20142015","30171"
"1253","pardyad84","jackmti81",290,14422,3,4,290,11711,3,4,3,"20142015","30171"
"1254","pardyad84","keslery84",742,13970,11,10,607,11394,11,8,3,"20142015","30171"
"1255","pardyad84","lindhha94",645.5,14066.5,8,9,481,11520,7,7,3,"20142015","30171"
"1256","pardyad84","maroopa88",696.5,14015.5,10,10,550,11451,9,6,3,"20142015","30171"
"1257","pardyad84","palmiky91",597,14115,11,6,470.5,11530.5,11,5,3,"20142015","30171"
"1258","pardyad84","perryco85",714.5,13997.5,11,10,568,11433,10,6,3,"20142015","30171"
"1259","pardyad84","rakelri93",500,14212,8,13,500,11501,8,13,3,"20142015","30171"
"1260","pardyad84","silfvja90",494.5,14217.5,6,11,494.5,11506.5,6,11,3,"20142015","30171"
"1261","pardyad84","stonecl85",663,14049,12,10,651.5,11349.5,12,10,3,"20142015","30171"
"1262","pardyad84","vatansa91",875.5,13836.5,11,16,767,11234,11,13,3,"20142015","30171"
"1263","pardyad84","wagnech91",71,14641,0,0,71,11930,0,0,3,"20142015","30171"
"1264","perrema88","beaucfr80",1034,13678,21,13,721,11280,14,12,3,"20142015","30171"
"1265","perrema88","belesma88",917,13795,12,14,891,11110,12,13,3,"20142015","30171"
"1266","perrema88","coglian87",1081.5,13630.5,20,21,861.5,11139.5,16,19,3,"20142015","30171"
"1267","perrema88","desprsi91",924.5,13787.5,17,14,697,11304,14,11,3,"20142015","30171"
"1268","perrema88","etemxem92",412,14300,10,4,274,11727,9,4,3,"20142015","30171"
"1269","perrema88","fleisto84",303,14409,9,1,303,11698,9,1,3,"20142015","30171"
"1270","perrema88","fowleca91",931.5,13780.5,19,13,744.5,11256.5,16,11,3,"20142015","30171"
"1271","perrema88","getzlry85",752,13960,19,3,353,11648,9,1,3,"20142015","30171"
"1272","perrema88","jackmti81",282.5,14429.5,7,5,282.5,11718.5,7,5,3,"20142015","30171"
"1273","perrema88","keslery84",1256,13456,20,17,904,11097,11,15,3,"20142015","30171"
"1274","perrema88","lindhha94",895,13817,17,10,667,11334,13,10,3,"20142015","30171"
"1275","perrema88","maroopa88",289,14423,7,1,271,11730,7,1,3,"20142015","30171"
"1276","perrema88","palmiky91",721,13991,15,14,711,11290,14,14,3,"20142015","30171"
"1277","perrema88","perryco85",382,14330,6,2,347.5,11653.5,6,1,3,"20142015","30171"
"1278","perrema88","rakelri93",946,13766,20,20,936,11065,19,20,3,"20142015","30171"
"1279","perrema88","silfvja90",1318.5,13393.5,24,19,996.5,11004.5,16,17,3,"20142015","30171"
"1280","perrema88","stonecl85",1166,13546,26,16,932,11069,17,15,3,"20142015","30171"
"1281","perrema88","vatansa91",1244.5,13467.5,26,16,1046.5,10954.5,20,15,3,"20142015","30171"
"1282","perrema88","wagnech91",3.5,14708.5,1,0,3.5,11997.5,1,0,3,"20142015","30171"
"1283","scheima93","beaucfr80",1756,12956,25,38,1568.5,10432.5,21,36,3,"20142015","30171"
"1284","scheima93","belesma88",1124,13588,12,22,1086.5,10914.5,12,21,3,"20142015","30171"
"1285","scheima93","coglian87",1436,13276,21,30,1267,10734,17,28,3,"20142015","30171"
"1286","scheima93","desprsi91",1355,13357,18,19,1078,10923,14,17,3,"20142015","30171"
"1287","scheima93","etemxem92",875.5,13836.5,16,11,667,11334,15,8,3,"20142015","30171"
"1288","scheima93","fleisto84",574,14138,14,4,552,11449,14,3,3,"20142015","30171"
"1289","scheima93","fowleca91",1510,13202,26,17,1249,10752,23,15,3,"20142015","30171"
"1290","scheima93","getzlry85",1110.5,13601.5,26,15,862,11139,20,13,3,"20142015","30171"
"1291","scheima93","jackmti81",454.5,14257.5,11,6,454.5,11546.5,11,6,3,"20142015","30171"
"1292","scheima93","keslery84",1278.5,13433.5,16,26,1152,10849,15,26,3,"20142015","30171"
"1293","scheima93","lindhha94",1692.5,13019.5,24,36,1521,10480,21,34,3,"20142015","30171"
"1294","scheima93","maroopa88",620,14092,15,13,608.5,11392.5,14,13,3,"20142015","30171"
"1295","scheima93","palmiky91",1520.5,13191.5,23,33,1499,10502,22,33,3,"20142015","30171"
"1296","scheima93","perryco85",910.5,13801.5,18,15,769,11232,15,13,3,"20142015","30171"
"1297","scheima93","rakelri93",1190,13522,13,26,1155.5,10845.5,12,26,3,"20142015","30171"
"1298","scheima93","silfvja90",925.5,13786.5,7,15,632,11369,4,13,3,"20142015","30171"
"1299","scheima93","stonecl85",1050.5,13661.5,23,19,881.5,11119.5,21,17,3,"20142015","30171"
"1300","scheima93","vatansa91",1072.5,13639.5,20,20,903.5,11097.5,18,18,3,"20142015","30171"
"1301","scheima93","wagnech91",36,14676,1,0,36,11965,1,0,3,"20142015","30171"
"1302","slateji82","beaucfr80",697,14015,5,15,515,11486,4,8,3,"20142015","30171"
"1303","slateji82","belesma88",223.5,14488.5,0,3,159.5,11841.5,0,2,3,"20142015","30171"
"1304","slateji82","coglian87",348.5,14363.5,3,9,348.5,11652.5,3,9,3,"20142015","30171"
"1305","slateji82","desprsi91",604.5,14107.5,2,16,604.5,11396.5,2,16,3,"20142015","30171"
"1306","slateji82","etemxem92",1076.5,13635.5,12,16,1076.5,10924.5,12,16,3,"20142015","30171"
"1307","slateji82","fleisto84",517,14195,5,12,447.5,11553.5,5,6,3,"20142015","30171"
"1308","slateji82","fowleca91",845.5,13866.5,5,22,606,11395,5,14,3,"20142015","30171"
"1309","slateji82","getzlry85",606.5,14105.5,2,23,286.5,11714.5,1,12,3,"20142015","30171"
"1310","slateji82","jackmti81",915,13797,11,14,915,11086,11,14,3,"20142015","30171"
"1311","slateji82","keslery84",481.5,14230.5,1,17,323,11678,1,7,3,"20142015","30171"
"1312","slateji82","lindhha94",642.5,14069.5,3,15,422.5,11578.5,2,7,3,"20142015","30171"
"1313","slateji82","maroopa88",504.5,14207.5,3,19,191.5,11809.5,2,8,3,"20142015","30171"
"1314","slateji82","palmiky91",384.5,14327.5,3,10,251,11750,3,3,3,"20142015","30171"
"1315","slateji82","perryco85",585.5,14126.5,2,22,265.5,11735.5,1,11,3,"20142015","30171"
"1316","slateji82","rakelri93",350,14362,8,4,350,11651,8,4,3,"20142015","30171"
"1317","slateji82","silfvja90",336,14376,2,7,336,11665,2,7,3,"20142015","30171"
"1318","slateji82","stonecl85",705.5,14006.5,10,13,698.5,11302.5,10,13,3,"20142015","30171"
"1319","slateji82","vatansa91",948,13764,11,22,714.5,11286.5,11,12,3,"20142015","30171"
"1320","slateji82","wagnech91",391,14321,2,6,391,11610,2,6,3,"20142015","30171"
"1321","staffdr85","beaucfr80",1960.5,12751.5,20,38,1751,10250,17,36,3,"20142015","30171"
"1322","staffdr85","belesma88",1104,13608,14,23,1098.5,10902.5,13,23,3,"20142015","30171"
"1323","staffdr85","coglian87",1097.5,13614.5,11,21,913,11088,8,20,3,"20142015","30171"
"1324","staffdr85","desprsi91",1298,13414,17,19,1091,10910,11,19,3,"20142015","30171"
"1325","staffdr85","etemxem92",748,13964,8,11,539.5,11461.5,7,8,3,"20142015","30171"
"1326","staffdr85","fleisto84",403.5,14308.5,7,6,381.5,11619.5,7,5,3,"20142015","30171"
"1327","staffdr85","fowleca91",1367,13345,18,19,1185,10816,14,19,3,"20142015","30171"
"1328","staffdr85","getzlry85",1461.5,13250.5,23,20,1271,10730,16,19,3,"20142015","30171"
"1329","staffdr85","jackmti81",354.5,14357.5,5,5,354.5,11646.5,5,5,3,"20142015","30171"
"1330","staffdr85","keslery84",1367,13345,21,27,1155.5,10845.5,16,27,3,"20142015","30171"
"1331","staffdr85","lindhha94",1837,12875,19,35,1652.5,10348.5,18,33,3,"20142015","30171"
"1332","staffdr85","maroopa88",974,13738,12,16,974,11027,12,16,3,"20142015","30171"
"1333","staffdr85","palmiky91",1115.5,13596.5,13,26,1110,10891,12,26,3,"20142015","30171"
"1334","staffdr85","perryco85",1282.5,13429.5,15,22,1221.5,10779.5,14,21,3,"20142015","30171"
"1335","staffdr85","rakelri93",793,13919,4,18,768.5,11232.5,4,18,3,"20142015","30171"
"1336","staffdr85","silfvja90",879.5,13832.5,11,13,620,11381,7,12,3,"20142015","30171"
"1337","staffdr85","stonecl85",788.5,13923.5,16,14,611,11390,13,12,3,"20142015","30171"
"1338","staffdr85","vatansa91",880.5,13831.5,14,18,703,11298,11,16,3,"20142015","30171"
"1339","staffdr85","wagnech91",21.5,14690.5,0,0,21.5,11979.5,0,0,3,"20142015","30171"
"1340","stemple83","beaucfr80",1194.5,13517.5,15,20,1126.5,10874.5,14,19,3,"20142015","30171"
"1341","stemple83","belesma88",914,13798,11,17,888,11113,10,16,3,"20142015","30171"
"1342","stemple83","coglian87",996,13716,14,18,996,11005,14,18,3,"20142015","30171"
"1343","stemple83","desprsi91",746.5,13965.5,11,9,746.5,11254.5,11,9,3,"20142015","30171"
"1344","stemple83","etemxem92",642,14070,4,12,609,11392,4,12,3,"20142015","30171"
"1345","stemple83","fleisto84",457.5,14254.5,4,6,457.5,11543.5,4,6,3,"20142015","30171"
"1346","stemple83","fowleca91",719.5,13992.5,11,10,719.5,11281.5,11,10,3,"20142015","30171"
"1347","stemple83","getzlry85",510.5,14201.5,11,9,486.5,11514.5,9,9,3,"20142015","30171"
"1348","stemple83","jackmti81",574,14138,5,11,574,11427,5,11,3,"20142015","30171"
"1349","stemple83","keslery84",1096,13616,12,20,1073,10928,12,19,3,"20142015","30171"
"1350","stemple83","lindhha94",1017,13695,12,15,982,11019,11,14,3,"20142015","30171"
"1351","stemple83","maroopa88",412,14300,9,6,412,11589,9,6,3,"20142015","30171"
"1352","stemple83","palmiky91",387.5,14324.5,5,7,373.5,11627.5,5,6,3,"20142015","30171"
"1353","stemple83","perryco85",499.5,14212.5,8,8,487.5,11513.5,7,8,3,"20142015","30171"
"1354","stemple83","rakelri93",1033.5,13678.5,16,16,1033.5,10967.5,16,16,3,"20142015","30171"
"1355","stemple83","silfvja90",1551,13161,23,25,1509,10492,23,25,3,"20142015","30171"
"1356","stemple83","stonecl85",1206.5,13505.5,18,24,1194.5,10806.5,17,24,3,"20142015","30171"
"1357","stemple83","vatansa91",1296,13416,19,26,1251,10750,18,26,3,"20142015","30171"
"1358","stemple83","wagnech91",53,14659,0,1,53,11948,0,1,3,"20142015","30171"
"1359","stuarma84","beaucfr80",1628,13084,17,28,1454.5,10546.5,16,27,3,"20142015","30171"
"1360","stuarma84","belesma88",1130.5,13581.5,17,23,1080,10921,17,23,3,"20142015","30171"
"1361","stuarma84","coglian87",859.5,13852.5,10,18,830,11171,10,18,3,"20142015","30171"
"1362","stuarma84","desprsi91",949,13763,10,21,930,11071,10,21,3,"20142015","30171"
"1363","stuarma84","etemxem92",572.5,14139.5,9,9,572.5,11428.5,9,9,3,"20142015","30171"
"1364","stuarma84","fleisto84",392.5,14319.5,7,6,340.5,11660.5,7,5,3,"20142015","30171"
"1365","stuarma84","fowleca91",1322,13390,14,35,872,11129,12,20,3,"20142015","30171"
"1366","stuarma84","getzlry85",1726,12986,24,41,1221.5,10779.5,21,23,3,"20142015","30171"
"1367","stuarma84","jackmti81",439,14273,7,10,439,11562,7,10,3,"20142015","30171"
"1368","stuarma84","keslery84",1427,13285,17,31,1277,10724,17,27,3,"20142015","30171"
"1369","stuarma84","lindhha94",1461.5,13250.5,14,25,1288,10713,13,24,3,"20142015","30171"
"1370","stuarma84","maroopa88",1521,13191,18,39,1027,10974,15,21,3,"20142015","30171"
"1371","stuarma84","palmiky91",555.5,14156.5,3,13,453,11548,3,12,3,"20142015","30171"
"1372","stuarma84","perryco85",1632.5,13079.5,19,39,1138.5,10862.5,16,21,3,"20142015","30171"
"1373","stuarma84","rakelri93",702,14010,10,13,683,11318,10,13,3,"20142015","30171"
"1374","stuarma84","silfvja90",1540.5,13171.5,23,28,1488.5,10512.5,23,28,3,"20142015","30171"
"1375","stuarma84","stonecl85",1331.5,13380.5,27,27,1321,10680,27,27,3,"20142015","30171"
"1376","stuarma84","vatansa91",1720,12992,28,41,1274.5,10726.5,26,23,3,"20142015","30171"
"1377","stuarma84","wagnech91",159.5,14552.5,1,3,159.5,11841.5,1,3,3,"20142015","30171"
"1378","thorbch83","beaucfr80",478,14234,5,8,478,11523,5,8,3,"20142015","30171"
"1379","thorbch83","belesma88",178,14534,0,3,178,11823,0,3,3,"20142015","30171"
"1380","thorbch83","coglian87",332,14380,2,9,332,11669,2,9,3,"20142015","30171"
"1381","thorbch83","desprsi91",646,14066,1,17,646,11355,1,17,3,"20142015","30171"
"1382","thorbch83","etemxem92",1051,13661,13,15,1051,10950,13,15,3,"20142015","30171"
"1383","thorbch83","fleisto84",405.5,14306.5,5,6,405.5,11595.5,5,6,3,"20142015","30171"
"1384","thorbch83","fowleca91",612,14100,3,14,612,11389,3,14,3,"20142015","30171"
"1385","thorbch83","getzlry85",275.5,14436.5,1,10,275.5,11725.5,1,10,3,"20142015","30171"
"1386","thorbch83","jackmti81",917,13795,13,15,917,11084,13,15,3,"20142015","30171"
"1387","thorbch83","keslery84",345.5,14366.5,3,8,345.5,11655.5,3,8,3,"20142015","30171"
"1388","thorbch83","lindhha94",382.5,14329.5,3,7,382.5,11618.5,3,7,3,"20142015","30171"
"1389","thorbch83","maroopa88",189.5,14522.5,2,8,189.5,11811.5,2,8,3,"20142015","30171"
"1390","thorbch83","palmiky91",278.5,14433.5,2,4,278.5,11722.5,2,4,3,"20142015","30171"
"1391","thorbch83","perryco85",263,14449,1,9,263,11738,1,9,3,"20142015","30171"
"1392","thorbch83","rakelri93",317.5,14394.5,6,4,317.5,11683.5,6,4,3,"20142015","30171"
"1393","thorbch83","silfvja90",296.5,14415.5,1,7,296.5,11704.5,1,7,3,"20142015","30171"
"1394","thorbch83","stonecl85",685,14027,11,12,685,11316,11,12,3,"20142015","30171"
"1395","thorbch83","vatansa91",706.5,14005.5,11,12,706.5,11294.5,11,12,3,"20142015","30171"
"1396","thorbch83","wagnech91",415.5,14296.5,2,7,415.5,11585.5,2,7,3,"20142015","30171"
"1397","tlustji88","beaucfr80",840.5,13871.5,8,12,777.5,11223.5,7,12,3,"20142015","30171"
"1398","tlustji88","belesma88",654,14058,8,10,642,11359,7,10,3,"20142015","30171"
"1399","tlustji88","coglian87",857.5,13854.5,12,14,839.5,11161.5,11,14,3,"20142015","30171"
"1400","tlustji88","desprsi91",874,13838,8,14,874,11127,8,14,3,"20142015","30171"
"1401","tlustji88","etemxem92",580.5,14131.5,7,5,535.5,11465.5,7,5,3,"20142015","30171"
"1402","tlustji88","fleisto84",259,14453,2,2,259,11742,2,2,3,"20142015","30171"
"1403","tlustji88","fowleca91",825,13887,11,14,825,11176,11,14,3,"20142015","30171"
"1404","tlustji88","getzlry85",427,14285,4,11,403,11598,3,11,3,"20142015","30171"
"1405","tlustji88","jackmti81",388,14324,7,5,388,11613,7,5,3,"20142015","30171"
"1406","tlustji88","keslery84",1001,13711,12,15,1001,11000,12,15,3,"20142015","30171"
"1407","tlustji88","lindhha94",627.5,14084.5,5,11,597.5,11403.5,4,11,3,"20142015","30171"
"1408","tlustji88","maroopa88",448.5,14263.5,6,11,448.5,11552.5,6,11,3,"20142015","30171"
"1409","tlustji88","palmiky91",381,14331,6,4,381,11620,6,4,3,"20142015","30171"
"1410","tlustji88","perryco85",394.5,14317.5,2,10,394.5,11606.5,2,10,3,"20142015","30171"
"1411","tlustji88","rakelri93",822.5,13889.5,14,11,822.5,11178.5,14,11,3,"20142015","30171"
"1412","tlustji88","silfvja90",1365.5,13346.5,17,21,1314.5,10686.5,16,21,3,"20142015","30171"
"1413","tlustji88","stonecl85",1008,13704,18,15,996,11005,17,15,3,"20142015","30171"
"1414","tlustji88","vatansa91",1005,13707,16,14,960,11041,15,14,3,"20142015","30171"
"1415","tlustji88","wagnech91",116,14596,0,1,116,11885,0,1,3,"20142015","30171"
"1416","troubja94","beaucfr80",1605.5,13106.5,20,28,1269.5,10731.5,15,25,3,"20142015","30171"
"1417","troubja94","belesma88",732.5,13979.5,13,14,727,11274,12,14,3,"20142015","30171"
"1418","troubja94","coglian87",1531,13181,19,37,1254.5,10746.5,16,34,3,"20142015","30171"
"1419","troubja94","desprsi91",1122,13590,18,23,1004.5,10996.5,15,22,3,"20142015","30171"
"1420","troubja94","etemxem92",914,13798,16,11,746.5,11254.5,15,8,3,"20142015","30171"
"1421","troubja94","fleisto84",426.5,14285.5,8,4,352.5,11648.5,8,2,3,"20142015","30171"
